citation_id,run_id,cited_brand_id,cited_brand_raw,url,domain_reported,source_type_reported
C000351,M1-P020-AN-R1,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C000935,M1-P055-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000441,M1-P026-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000974,M1-P058-SE-R1,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C000907,M1-P054-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000512,M1-P030-SE-R2,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C002048,M2-P055-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C002028,M2-P053-AN-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C001046,M1-P062-AN-R1,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C002209,M2-P063-AN-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000264,M1-P015-AN-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001434,M2-P020-SE-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C002219,M2-P064-CH-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001057,M1-P063-SE-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000926,M1-P055-CH-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001365,M2-P016-AN-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000452,M1-P026-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001457,M2-P021-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000279,M1-P016-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001533,M2-P024-SE-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C001680,M2-P032-AN-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001095,M2-P001-AN-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C002210,M2-P063-AN-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001343,M2-P015-CH-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C002235,M2-P064-AN-R2,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C001128,M2-P003-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001559,M2-P025-AN-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001164,M2-P005-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001403,M2-P018-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C002117,M2-P059-CH-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001232,M2-P009-CH-R1,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001287,M2-P012-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001799,M2-P039-AN-R1,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C000260,M1-P015-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001368,M2-P016-AN-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000121,M1-P008-CH-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001011,M1-P060-SE-R2,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C000750,M1-P045-CH-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C002205,M2-P063-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001607,M2-P028-SE-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000616,M1-P037-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001773,M2-P038-CH-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000363,M1-P021-SE-R1,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C001860,M2-P044-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001846,M2-P043-CH-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000018,M1-P002-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001988,M2-P051-SE-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001286,M2-P011-AN-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000253,M1-P015-CH-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000939,M1-P055-AN-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001664,M2-P031-AN-R1,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001834,M2-P042-SE-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000737,M1-P044-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000700,M1-P041-AN-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C002203,M2-P063-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001394,M2-P018-CH-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001720,M2-P035-CH-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001456,M2-P021-CH-R1,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C000567,M1-P034-CH-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C001875,M2-P045-SE-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000159,M1-P010-CH-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C000990,M1-P059-SE-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C000331,M1-P019-SE-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C001708,M2-P034-SE-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001555,M2-P025-AN-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C002134,M2-P060-CH-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000373,M1-P021-AN-R1,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001038,M1-P062-SE-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001471,M2-P021-AN-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000038,M1-P003-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001913,M2-P047-CH-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C001358,M2-P016-CH-R2,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C001791,M2-P039-SE-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C001258,M2-P010-SE-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001208,M2-P007-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000937,M1-P055-AN-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000673,M1-P040-CH-R1,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C001967,M2-P050-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000537,M1-P032-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000031,M1-P002-AN-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001023,M1-P061-CH-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000143,M1-P009-SE-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000508,M1-P030-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000942,M1-P056-CH-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001330,M2-P014-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000114,M1-P007-AN-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000104,M1-P007-CH-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000042,M1-P003-CH-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000855,M1-P051-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C002118,M2-P059-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001084,M2-P001-CH-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000659,M1-P039-SE-R1,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C001831,M2-P042-CH-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001305,M2-P013-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001713,M2-P034-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C002094,M2-P058-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000295,M1-P017-AN-R1,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C001975,M2-P051-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000571,M1-P034-SE-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000696,M1-P041-SE-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000688,M1-P040-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C002193,M2-P062-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000520,M1-P031-CH-R1,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C002047,M2-P054-AN-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000209,M1-P012-AN-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001809,M2-P040-SE-R1,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C000813,M1-P048-SE-R1,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C002208,M2-P063-AN-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001756,M2-P037-CH-R2,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C000619,M1-P037-CH-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001307,M2-P013-CH-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000515,M1-P030-AN-R1,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C001151,M2-P004-SE-R2,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C001986,M2-P051-SE-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000963,M1-P057-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001407,M2-P018-AN-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001428,M2-P019-AN-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001622,M2-P029-CH-R1,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C000289,M1-P017-SE-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000342,M1-P020-CH-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000718,M1-P043-CH-R1,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C002266,M2-P015-CH-R2,B003,,HTTPS://arcticloom.example/collections/cooling-tech/?utm_source=audit&utm_campaign=m2#section,arcticloom.example,owned
C000722,M1-P043-SE-R1,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001849,M2-P043-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001203,M2-P007-SE-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C001740,M2-P036-CH-R1,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C001301,M2-P012-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001993,M2-P051-AN-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000783,M1-P047-CH-R1,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C000385,M1-P022-SE-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C000785,M1-P047-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001731,M2-P035-SE-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000514,M1-P030-AN-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001049,M1-P062-AN-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C000924,M1-P055-CH-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001517,M2-P023-AN-R1,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C001204,M2-P007-SE-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000691,M1-P041-CH-R1,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C000135,M1-P009-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000335,M1-P019-AN-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001389,M2-P018-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C002197,M2-P062-AN-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001593,M2-P027-SE-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000936,M1-P055-SE-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000366,M1-P021-SE-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C002066,M2-P056-CH-R1,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C001628,M2-P029-SE-R1,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C000917,M1-P054-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000528,M1-P031-SE-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001082,M2-P001-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001837,M2-P042-SE-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000323,M1-P019-CH-R2,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C000020,M1-P002-CH-R1,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C000763,M1-P046-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000228,M1-P013-AN-R2,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C001707,M2-P034-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001378,M2-P017-SE-R1,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C000161,M1-P010-CH-R2,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C001140,M2-P004-CH-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000709,M1-P042-SE-R1,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C002038,M2-P054-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001372,M2-P017-CH-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001446,M2-P020-AN-R1,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C001615,M2-P028-AN-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001136,M2-P003-AN-R2,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C001671,M2-P032-CH-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C001469,M2-P021-AN-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000400,M1-P023-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C002142,M2-P060-SE-R1,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C001742,M2-P036-CH-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001007,M1-P060-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001578,M2-P027-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001391,M2-P018-CH-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000897,M1-P053-SE-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C002119,M2-P059-CH-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000874,M1-P052-CH-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001941,M2-P049-CH-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000678,M1-P040-SE-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000140,M1-P009-SE-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001753,M2-P037-CH-R1,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C002245,M1-P025-CH-R2,,,HTTPS://forum.example/r/hotsleepers/cooling-sheet-experiences/?utm_source=audit&utm_campaign=m2#section,forum.example,forum
C001944,M2-P049-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001771,M2-P038-CH-R1,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C000948,M1-P056-SE-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000026,M1-P002-SE-R1,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C000298,M1-P018-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000535,M1-P031-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001310,M2-P013-CH-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001239,M2-P009-SE-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000073,M1-P004-AN-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001936,M2-P048-SE-R2,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C001884,M2-P045-AN-R1,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C000900,M1-P053-SE-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001329,M2-P014-CH-R2,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C000566,M1-P034-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001852,M2-P043-SE-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000127,M1-P008-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C002260,M1-P025-SE-R2,B004,,HTTPS://restnest.example/products/value-cooling-set/?utm_source=audit&utm_campaign=m2#section,restnest.example,owned
C000808,M1-P048-CH-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001879,M2-P045-SE-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001863,M2-P044-CH-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C002259,M1-P038-SE-R1,B004,,HTTPS://restnest.example/products/value-cooling-set/?utm_source=audit&utm_campaign=m2#section,restnest.example,owned
C001110,M2-P002-AN-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001907,M2-P047-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000516,M1-P030-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000905,M1-P053-AN-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000796,M1-P047-AN-R1,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C002018,M2-P053-CH-R2,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C000494,M1-P029-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000910,M1-P054-CH-R2,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C000650,M1-P038-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000882,M1-P052-AN-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000280,M1-P016-AN-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000708,M1-P042-SE-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000530,M1-P031-SE-R2,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C001931,M2-P048-CH-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001721,M2-P035-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C002167,M2-P061-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001453,M2-P021-CH-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000148,M1-P009-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001155,M2-P004-AN-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000084,M1-P005-AN-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C002052,M2-P055-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C002258,M2-P033-CH-R1,,,HTTPS://www.HOME-REVIEW.EXAMPLE/best-cooling-bedding/?utm_source=audit&utm_campaign=m2#section,www.HOME-REVIEW.EXAMPLE,editorial
C000864,M1-P051-SE-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000762,M1-P045-AN-R2,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C000421,M1-P024-AN-R1,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C000216,M1-P013-SE-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000142,M1-P009-SE-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000839,M1-P050-CH-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000702,M1-P042-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001748,M2-P036-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C002174,M2-P061-AN-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001380,M2-P017-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000398,M1-P023-SE-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000482,M1-P028-SE-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000818,M1-P048-AN-R1,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C002039,M2-P054-SE-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001452,M2-P021-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001406,M2-P018-AN-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000438,M1-P025-AN-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001730,M2-P035-SE-R2,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C001129,M2-P003-SE-R2,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C002065,M2-P056-CH-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001706,M2-P034-SE-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001929,M2-P048-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000419,M1-P024-AN-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C002194,M2-P062-AN-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000445,M1-P026-CH-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001135,M2-P003-AN-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001076,M1-P064-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001444,M2-P020-AN-R1,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C000675,M1-P040-CH-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000180,M1-P011-SE-R2,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C002107,M2-P058-AN-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001918,M2-P047-SE-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001774,M2-P038-CH-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000501,M1-P030-CH-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C002201,M2-P063-CH-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C001965,M2-P050-SE-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000257,M1-P015-CH-R2,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C000433,M1-P025-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000175,M1-P011-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001333,M2-P014-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C002155,M2-P060-AN-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000063,M1-P004-SE-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000844,M1-P050-SE-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
