run_id,audit_month,prompt_id,platform,replicate,run_status,ingested_at,cell_key,scope_ok,success_ok,outcome_ok,eligible,exclusion_reason
M1-P063-AN-R2,M1,P063,AnswerMind,2,success,2026-06-04 23:00:00+00:00,P063|AnswerMind|2,True,True,True,True,
M1-P049-AN-R2,M1,P049,AnswerMind,2,success,2026-06-04 23:00:00+00:00,P049|AnswerMind|2,True,True,True,True,
M1-P022-SE-R2,M1,P022,SearchAI,2,success,2026-06-04 23:00:00+00:00,P022|SearchAI|2,True,True,True,True,
M1-P001-SE-R2,M1,P001,SearchAI,2,success,2026-06-04 23:00:00+00:00,P001|SearchAI|2,True,True,True,True,
M1-P015-SE-R2,M1,P015,SearchAI,2,success,2026-06-04 23:00:00+00:00,P015|SearchAI|2,True,True,True,True,
M1-P036-AN-R1,M1,P036,AnswerMind,1,success,2026-06-04 23:00:00+00:00,P036|AnswerMind|1,True,True,True,True,
M1-P002-SE-R1,M1,P002,SearchAI,1,success,2026-06-04 23:00:00+00:00,P002|SearchAI|1,True,True,True,True,
M1-P042-AN-R2,M1,P042,AnswerMind,2,success,2026-06-04 23:00:00+00:00,P042|AnswerMind|2,True,True,True,True,
M1-P023-SE-R1,M1,P023,SearchAI,1,success,2026-06-04 23:00:00+00:00,P023|SearchAI|1,True,True,True,True,
M1-P064-SE-R2,M1,P064,SearchAI,2,success,2026-06-04 23:00:00+00:00,P064|SearchAI|2,True,True,True,True,
M1-P050-SE-R2,M1,P050,SearchAI,2,success,2026-06-04 23:00:00+00:00,P050|SearchAI|2,True,True,True,True,
M1-P008-AN-R1,M1,P008,AnswerMind,1,success,2026-06-04 23:00:00+00:00,P008|AnswerMind|1,True,True,True,True,
M1-P037-SE-R1,M1,P037,SearchAI,1,success,2026-06-04 23:00:00+00:00,P037|SearchAI|1,True,True,True,True,
M1-P023-CH-R2,M1,P023,ChatAssist,2,success,2026-06-04 23:00:00+00:00,P023|ChatAssist|2,True,True,True,True,
M1-P057-SE-R2,M1,P057,SearchAI,2,success,2026-06-04 23:00:00+00:00,P057|SearchAI|2,True,True,True,True,
M1-P045-CH-R2,M1,P045,ChatAssist,2,success,2026-06-05 23:00:00+00:00,P045|ChatAssist|2,True,True,True,True,
M1-P025-CH-R1,M1,P025,ChatAssist,1,success,2026-06-05 23:00:00+00:00,P025|ChatAssist|1,True,True,True,True,
M1-P023-AN-R1,M1,P023,AnswerMind,1,success,2026-06-05 23:00:00+00:00,P023|AnswerMind|1,True,True,True,True,
M1-P051-AN-R1,M1,P051,AnswerMind,1,success,2026-06-05 23:00:00+00:00,P051|AnswerMind|1,True,True,True,True,
M1-P058-SE-R2,M1,P058,SearchAI,2,success,2026-06-05 23:00:00+00:00,P058|SearchAI|2,True,True,True,True,
M1-P058-AN-R1,M1,P058,AnswerMind,1,success,2026-06-05 23:00:00+00:00,P058|AnswerMind|1,True,True,True,True,
M1-P053-CH-R1,M1,P053,ChatAssist,1,success,2026-06-05 23:00:00+00:00,P053|ChatAssist|1,True,True,True,True,
M1-P030-SE-R2,M1,P030,SearchAI,2,success,2026-06-05 23:00:00+00:00,P030|SearchAI|2,True,True,False,False,invalid_outcome
M1-P036-AN-R2,M1,P036,AnswerMind,2,success,2026-06-05 23:00:00+00:00,P036|AnswerMind|2,True,True,True,True,
M1-P002-AN-R1,M1,P002,AnswerMind,1,timeout,2026-06-05 23:00:00+00:00,P002|AnswerMind|1,True,False,True,False,non_success
M1-P052-SE-R1,M1,P052,SearchAI,1,success,2026-06-05 23:00:00+00:00,P052|SearchAI|1,True,True,True,True,
M1-P039-CH-R1,M1,P039,ChatAssist,1,success,2026-06-05 23:00:00+00:00,P039|ChatAssist|1,True,True,True,True,
M1-P024-SE-R1,M1,P024,SearchAI,1,success,2026-06-05 23:00:00+00:00,P024|SearchAI|1,True,True,True,True,
M1-P015-AN-R2,M1,P015,AnswerMind,2,success,2026-06-05 23:00:00+00:00,P015|AnswerMind|2,True,True,True,True,
M1-P044-SE-R2,M1,P044,SearchAI,2,success,2026-06-05 23:00:00+00:00,P044|SearchAI|2,True,True,True,True,
M1-P030-AN-R1,M1,P030,AnswerMind,1,success,2026-06-05 23:00:00+00:00,P030|AnswerMind|1,True,True,False,False,invalid_outcome
M1-P057-AN-R2,M1,P057,AnswerMind,2,success,2026-06-05 23:00:00+00:00,P057|AnswerMind|2,True,True,True,True,
M1-P010-SE-R1,M1,P010,SearchAI,1,success,2026-06-05 23:00:00+00:00,P010|SearchAI|1,True,True,True,True,
M1-P009-AN-R1,M1,P009,AnswerMind,1,success,2026-06-05 23:00:00+00:00,P009|AnswerMind|1,True,True,True,True,
M1-P029-AN-R2,M1,P029,AnswerMind,2,success,2026-06-05 23:00:00+00:00,P029|AnswerMind|2,True,True,True,True,
M1-P050-AN-R2,M1,P050,AnswerMind,2,success,2026-06-05 23:00:00+00:00,P050|AnswerMind|2,True,True,True,True,
M1-P059-CH-R2,M1,P059,ChatAssist,2,success,2026-06-05 23:00:00+00:00,P059|ChatAssist|2,True,True,True,True,
M1-P004-CH-R1,M1,P004,ChatAssist,1,success,2026-06-05 23:00:00+00:00,P004|ChatAssist|1,True,True,True,True,
M1-P001-AN-R2,M1,P001,AnswerMind,2,success,2026-06-05 23:00:00+00:00,P001|AnswerMind|2,True,True,True,True,
M1-P002-SE-R2,M1,P002,SearchAI,2,success,2026-06-05 23:00:00+00:00,P002|SearchAI|2,True,True,True,True,
M1-P044-AN-R1,M1,P044,AnswerMind,1,success,2026-06-05 23:00:00+00:00,P044|AnswerMind|1,True,True,True,True,
M1-P037-SE-R2,M1,P037,SearchAI,2,success,2026-06-05 23:00:00+00:00,P037|SearchAI|2,True,True,True,True,
M1-P017-CH-R2,M1,P017,ChatAssist,2,success,2026-06-05 23:00:00+00:00,P017|ChatAssist|2,True,True,True,True,
M1-P038-SE-R1,M1,P038,SearchAI,1,success,2026-06-05 23:00:00+00:00,P038|SearchAI|1,True,True,True,True,
M1-P046-CH-R1,M1,P046,ChatAssist,1,success,2026-06-05 23:00:00+00:00,P046|ChatAssist|1,True,True,False,False,invalid_outcome
M1-P022-AN-R2,M1,P022,AnswerMind,2,success,2026-06-05 23:00:00+00:00,P022|AnswerMind|2,True,True,False,False,invalid_outcome
M1-P010-CH-R2,M1,P010,ChatAssist,2,success,2026-06-05 23:00:00+00:00,P010|ChatAssist|2,True,True,True,True,
M1-P032-CH-R1,M1,P032,ChatAssist,1,success,2026-06-05 23:00:00+00:00,P032|ChatAssist|1,True,True,True,True,
M1-P038-CH-R2,M1,P038,ChatAssist,2,success,2026-06-05 23:00:00+00:00,P038|ChatAssist|2,True,True,True,True,
M1-P008-AN-R2,M1,P008,AnswerMind,2,success,2026-06-05 23:00:00+00:00,P008|AnswerMind|2,True,True,True,True,
M1-P011-CH-R1,M1,P011,ChatAssist,1,success,2026-06-05 23:00:00+00:00,P011|ChatAssist|1,True,True,True,True,
M1-P051-SE-R2,M1,P051,SearchAI,2,success,2026-06-05 23:00:00+00:00,P051|SearchAI|2,True,True,False,False,invalid_outcome
M1-P060-CH-R1,M1,P060,ChatAssist,1,success,2026-06-05 23:00:00+00:00,P060|ChatAssist|1,True,True,True,True,
M1-P064-AN-R2,M1,P064,AnswerMind,2,success,2026-06-05 23:00:00+00:00,P064|AnswerMind|2,True,True,True,True,
M1-P016-AN-R1,M1,P016,AnswerMind,1,success,2026-06-05 23:00:00+00:00,P016|AnswerMind|1,True,True,True,True,
M1-P018-CH-R1,M1,P018,ChatAssist,1,success,2026-06-05 23:00:00+00:00,P018|ChatAssist|1,True,True,True,True,
M1-P031-CH-R2,M1,P031,ChatAssist,2,success,2026-06-05 23:00:00+00:00,P031|ChatAssist|2,True,True,True,True,
M1-P043-AN-R2,M1,P043,AnswerMind,2,success,2026-06-05 23:00:00+00:00,P043|AnswerMind|2,True,True,True,True,
M1-P045-SE-R1,M1,P045,SearchAI,1,success,2026-06-05 23:00:00+00:00,P045|SearchAI|1,True,True,True,True,
M1-P024-CH-R2,M1,P024,ChatAssist,2,success,2026-06-05 23:00:00+00:00,P024|ChatAssist|2,True,True,True,True,
M1-P059-SE-R1,M1,P059,SearchAI,1,success,2026-06-05 23:00:00+00:00,P059|SearchAI|1,True,True,True,True,
M1-P003-SE-R1,M1,P003,SearchAI,1,success,2026-06-05 23:00:00+00:00,P003|SearchAI|1,True,True,False,False,invalid_outcome
M1-P003-CH-R2,M1,P003,ChatAssist,2,success,2026-06-05 23:00:00+00:00,P003|ChatAssist|2,True,True,True,True,
M1-P052-CH-R2,M1,P052,ChatAssist,2,success,2026-06-05 23:00:00+00:00,P052|ChatAssist|2,True,True,True,True,
M1-P023-SE-R2,M1,P023,SearchAI,2,success,2026-06-05 23:00:00+00:00,P023|SearchAI|2,True,True,True,True,
M1-P031-SE-R1,M1,P031,SearchAI,1,success,2026-06-05 23:00:00+00:00,P031|SearchAI|1,True,True,True,True,
M1-P009-SE-R2,M1,P009,SearchAI,2,success,2026-06-05 23:00:00+00:00,P009|SearchAI|2,True,True,True,True,
M1-P016-SE-R2,M1,P016,SearchAI,2,success,2026-06-05 23:00:00+00:00,P016|SearchAI|2,True,True,True,True,
M1-P017-SE-R1,M1,P017,SearchAI,1,success,2026-06-05 23:00:00+00:00,P017|SearchAI|1,True,True,True,True,
M1-P037-AN-R1,M1,P037,AnswerMind,1,success,2026-06-05 23:00:00+00:00,P037|AnswerMind|1,True,True,True,True,
M1-P047-CH-R1,M1,P047,ChatAssist,1,success,2026-06-06 23:00:00+00:00,P047|ChatAssist|1,True,True,True,True,
M1-P060-SE-R1,M1,P060,SearchAI,1,success,2026-06-06 23:00:00+00:00,P060|SearchAI|1,True,True,True,True,
M1-P030-AN-R2,M1,P030,AnswerMind,2,success,2026-06-06 23:00:00+00:00,P030|AnswerMind|2,True,True,True,True,
M1-P017-SE-R2,M1,P017,SearchAI,2,success,2026-06-06 23:00:00+00:00,P017|SearchAI|2,True,True,True,True,
M1-P058-AN-R2,M1,P058,AnswerMind,2,success,2026-06-06 23:00:00+00:00,P058|AnswerMind|2,True,True,True,True,
M1-P053-SE-R1,M1,P053,SearchAI,1,success,2026-06-06 23:00:00+00:00,P053|SearchAI|1,True,True,True,True,
M1-P003-AN-R1,M1,P003,AnswerMind,1,success,2026-06-06 23:00:00+00:00,P003|AnswerMind|1,True,True,False,False,invalid_outcome
M1-P045-SE-R2,M1,P045,SearchAI,2,success,2026-06-06 23:00:00+00:00,P045|SearchAI|2,True,True,True,True,
M1-P040-CH-R1,M1,P040,ChatAssist,1,success,2026-06-06 23:00:00+00:00,P040|ChatAssist|1,True,True,True,True,
M1-P060-CH-R2,M1,P060,ChatAssist,2,success,2026-06-06 23:00:00+00:00,P060|ChatAssist|2,True,True,True,True,
M1-P046-SE-R1,M1,P046,SearchAI,1,success,2026-06-06 23:00:00+00:00,P046|SearchAI|1,True,True,True,True,
M1-P018-CH-R2,M1,P018,ChatAssist,2,success,2026-06-06 23:00:00+00:00,P018|ChatAssist|2,True,True,True,True,
M1-P002-AN-R2,M1,P002,AnswerMind,2,success,2026-06-06 23:00:00+00:00,P002|AnswerMind|2,True,True,True,True,
M1-P059-SE-R2,M1,P059,SearchAI,2,success,2026-06-06 23:00:00+00:00,P059|SearchAI|2,True,True,True,True,
M1-P039-SE-R1,M1,P039,SearchAI,1,success,2026-06-06 23:00:00+00:00,P039|SearchAI|1,True,True,True,True,
M1-P044-AN-R2,M1,P044,AnswerMind,2,success,2026-06-06 23:00:00+00:00,P044|AnswerMind|2,True,True,False,False,invalid_outcome
M1-P009-AN-R2,M1,P009,AnswerMind,2,success,2026-06-06 23:00:00+00:00,P009|AnswerMind|2,True,True,True,True,
M1-P045-AN-R1,M1,P045,AnswerMind,1,success,2026-06-06 23:00:00+00:00,P045|AnswerMind|1,True,True,True,True,
M1-P033-CH-R1,M1,P033,ChatAssist,1,success,2026-06-06 23:00:00+00:00,P033|ChatAssist|1,True,True,True,True,
M1-P052-SE-R2,M1,P052,SearchAI,2,success,2026-06-06 23:00:00+00:00,P052|SearchAI|2,True,True,False,False,invalid_outcome
M1-P016-AN-R2,M1,P016,AnswerMind,2,success,2026-06-06 23:00:00+00:00,P016|AnswerMind|2,True,True,True,True,
M1-P025-SE-R1,M1,P025,SearchAI,1,success,2026-06-06 23:00:00+00:00,P025|SearchAI|1,True,True,True,True,
M1-P018-SE-R1,M1,P018,SearchAI,1,success,2026-06-06 23:00:00+00:00,P018|SearchAI|1,True,True,True,True,
M1-P059-AN-R1,M1,P059,AnswerMind,1,success,2026-06-06 23:00:00+00:00,P059|AnswerMind|1,True,True,False,False,invalid_outcome
M1-P038-AN-R1,M1,P038,AnswerMind,1,success,2026-06-06 23:00:00+00:00,P038|AnswerMind|1,True,True,True,True,
M1-P032-SE-R1,M1,P032,SearchAI,1,success,2026-06-06 23:00:00+00:00,P032|SearchAI|1,True,True,True,True,
M1-P053-CH-R2,M1,P053,ChatAssist,2,success,2026-06-06 23:00:00+00:00,P053|ChatAssist|2,True,True,True,True,
M1-P019-CH-R1,M1,P019,ChatAssist,1,success,2026-06-06 23:00:00+00:00,P019|ChatAssist|1,True,True,True,True,
M1-P051-AN-R2,M1,P051,AnswerMind,2,success,2026-06-06 23:00:00+00:00,P051|AnswerMind|2,True,True,True,True,
M1-P052-AN-R1,M1,P052,AnswerMind,1,success,2026-06-06 23:00:00+00:00,P052|AnswerMind|1,True,True,True,True,
M1-P011-SE-R1,M1,P011,SearchAI,1,success,2026-06-06 23:00:00+00:00,P011|SearchAI|1,True,True,True,True,
M1-P011-CH-R2,M1,P011,ChatAssist,2,success,2026-06-06 23:00:00+00:00,P011|ChatAssist|2,True,True,True,True,
M1-P026-CH-R1,M1,P026,ChatAssist,1,success,2026-06-06 23:00:00+00:00,P026|ChatAssist|1,True,True,True,True,
M1-P038-SE-R2,M1,P038,SearchAI,2,success,2026-06-06 23:00:00+00:00,P038|SearchAI|2,True,True,True,True,
M1-P004-CH-R2,M1,P004,ChatAssist,2,success,2026-06-06 23:00:00+00:00,P004|ChatAssist|2,True,True,True,True,
M1-P039-CH-R2,M1,P039,ChatAssist,2,success,2026-06-06 23:00:00+00:00,P039|ChatAssist|2,True,True,True,True,
M1-P023-AN-R2,M1,P023,AnswerMind,2,success,2026-06-06 23:00:00+00:00,P023|AnswerMind|2,True,True,True,True,
M1-P024-AN-R1,M1,P024,AnswerMind,1,success,2026-06-06 23:00:00+00:00,P024|AnswerMind|1,True,True,True,True,
M1-P003-SE-R2,M1,P003,SearchAI,2,success,2026-06-06 23:00:00+00:00,P003|SearchAI|2,True,True,False,False,invalid_outcome
M1-P010-SE-R2,M1,P010,SearchAI,2,success,2026-06-06 23:00:00+00:00,P010|SearchAI|2,True,True,True,True,
M1-P005-CH-R1,M1,P005,ChatAssist,1,success,2026-06-06 23:00:00+00:00,P005|ChatAssist|1,True,True,True,True,
M1-P024-SE-R2,M1,P024,SearchAI,2,success,2026-06-06 23:00:00+00:00,P024|SearchAI|2,True,True,True,True,
M1-P012-CH-R1,M1,P012,ChatAssist,1,success,2026-06-06 23:00:00+00:00,P012|ChatAssist|1,True,True,True,True,
M1-P037-AN-R2,M1,P037,AnswerMind,2,success,2026-06-06 23:00:00+00:00,P037|AnswerMind|2,True,True,True,True,
M1-P004-SE-R1,M1,P004,SearchAI,1,success,2026-06-06 23:00:00+00:00,P004|SearchAI|1,True,True,True,True,
M1-P017-AN-R1,M1,P017,AnswerMind,1,success,2026-06-06 23:00:00+00:00,P017|AnswerMind|1,True,True,True,True,
M1-P025-CH-R2,M1,P025,ChatAssist,2,success,2026-06-06 23:00:00+00:00,P025|ChatAssist|2,True,True,True,True,
M1-P031-SE-R2,M1,P031,SearchAI,2,success,2026-06-06 23:00:00+00:00,P031|SearchAI|2,True,True,True,True,
M1-P061-CH-R1,M1,P061,ChatAssist,1,error,2026-06-06 23:00:00+00:00,P061|ChatAssist|1,True,False,True,False,non_success
M1-P031-AN-R1,M1,P031,AnswerMind,1,success,2026-06-06 23:00:00+00:00,P031|AnswerMind|1,True,True,False,False,invalid_outcome
M1-P054-CH-R1,M1,P054,ChatAssist,1,success,2026-06-06 23:00:00+00:00,P054|ChatAssist|1,True,True,True,True,
M1-P010-AN-R1,M1,P010,AnswerMind,1,success,2026-06-06 23:00:00+00:00,P010|AnswerMind|1,True,True,True,True,
M1-P032-CH-R2,M1,P032,ChatAssist,2,success,2026-06-06 23:00:00+00:00,P032|ChatAssist|2,True,True,True,True,
M1-P046-CH-R2,M1,P046,ChatAssist,2,success,2026-06-06 23:00:00+00:00,P046|ChatAssist|2,True,True,True,True,
M1-P011-AN-R1,M1,P011,AnswerMind,1,success,2026-06-07 23:00:00+00:00,P011|AnswerMind|1,True,True,True,True,
M1-P048-CH-R1,M1,P048,ChatAssist,1,success,2026-06-07 23:00:00+00:00,P048|ChatAssist|1,True,True,True,True,
M1-P026-SE-R1,M1,P026,SearchAI,1,success,2026-06-07 23:00:00+00:00,P026|SearchAI|1,True,True,True,True,
M1-P025-AN-R1,M1,P025,AnswerMind,1,success,2026-06-07 23:00:00+00:00,P025|AnswerMind|1,True,True,True,True,
M1-P054-CH-R2,M1,P054,ChatAssist,2,success,2026-06-07 23:00:00+00:00,P054|ChatAssist|2,True,True,False,False,invalid_outcome
M1-P012-CH-R2,M1,P012,ChatAssist,2,success,2026-06-07 23:00:00+00:00,P012|ChatAssist|2,True,True,True,True,
M1-P034-CH-R1,M1,P034,ChatAssist,1,success,2026-06-07 23:00:00+00:00,P034|ChatAssist|1,True,True,True,True,
M1-P003-AN-R2,M1,P003,AnswerMind,2,success,2026-06-07 23:00:00+00:00,P003|AnswerMind|2,True,True,False,False,invalid_outcome
M1-P004-AN-R1,M1,P004,AnswerMind,1,success,2026-06-07 23:00:00+00:00,P004|AnswerMind|1,True,True,True,True,
M1-P041-CH-R1,M1,P041,ChatAssist,1,success,2026-06-07 23:00:00+00:00,P041|ChatAssist|1,True,True,True,True,
M1-P054-SE-R1,M1,P054,SearchAI,1,success,2026-06-07 23:00:00+00:00,P054|SearchAI|1,True,True,True,True,
M1-P005-SE-R1,M1,P005,SearchAI,1,success,2026-06-07 23:00:00+00:00,P005|SearchAI|1,True,True,False,False,invalid_outcome
M1-P025-SE-R2,M1,P025,SearchAI,2,success,2026-06-07 23:00:00+00:00,P025|SearchAI|2,True,True,True,True,
M1-P040-SE-R1,M1,P040,SearchAI,1,success,2026-06-07 23:00:00+00:00,P040|SearchAI|1,True,True,True,True,
M1-P032-AN-R1,M1,P032,AnswerMind,1,success,2026-06-07 23:00:00+00:00,P032|AnswerMind|1,True,True,False,False,invalid_outcome
M1-P052-AN-R2,M1,P052,AnswerMind,2,success,2026-06-07 23:00:00+00:00,P052|AnswerMind|2,True,True,True,True,
M1-P046-SE-R2,M1,P046,SearchAI,2,success,2026-06-07 23:00:00+00:00,P046|SearchAI|2,True,True,True,True,
M1-P019-CH-R2,M1,P019,ChatAssist,2,success,2026-06-07 23:00:00+00:00,P019|ChatAssist|2,True,True,True,True,
M1-P033-CH-R2,M1,P033,ChatAssist,2,success,2026-06-07 23:00:00+00:00,P033|ChatAssist|2,True,True,True,True,
M1-P047-CH-R2,M1,P047,ChatAssist,2,success,2026-06-07 23:00:00+00:00,P047|ChatAssist|2,True,True,True,True,
M1-P039-SE-R2,M1,P039,SearchAI,2,success,2026-06-07 23:00:00+00:00,P039|SearchAI|2,True,True,True,True,
M1-P047-SE-R1,M1,P047,SearchAI,1,success,2026-06-07 23:00:00+00:00,P047|SearchAI|1,True,True,True,True,
M1-P053-SE-R2,M1,P053,SearchAI,2,success,2026-06-07 23:00:00+00:00,P053|SearchAI|2,True,True,True,True,
M1-P018-AN-R1,M1,P018,AnswerMind,1,success,2026-06-07 23:00:00+00:00,P018|AnswerMind|1,True,True,True,True,
M1-P004-SE-R2,M1,P004,SearchAI,2,success,2026-06-07 23:00:00+00:00,P004|SearchAI|2,True,True,True,True,
M1-P027-CH-R1,M1,P027,ChatAssist,1,success,2026-06-07 23:00:00+00:00,P027|ChatAssist|1,True,True,True,True,
M1-P038-AN-R2,M1,P038,AnswerMind,2,success,2026-06-07 23:00:00+00:00,P038|AnswerMind|2,True,True,True,True,
M1-P060-AN-R1,M1,P060,AnswerMind,1,success,2026-06-07 23:00:00+00:00,P060|AnswerMind|1,True,True,False,False,invalid_outcome
M1-P039-AN-R1,M1,P039,AnswerMind,1,success,2026-06-07 23:00:00+00:00,P039|AnswerMind|1,True,True,True,True,
M1-P005-CH-R2,M1,P005,ChatAssist,2,success,2026-06-07 23:00:00+00:00,P005|ChatAssist|2,True,True,True,True,
M1-P033-SE-R1,M1,P033,SearchAI,1,success,2026-06-07 23:00:00+00:00,P033|SearchAI|1,True,True,False,False,invalid_outcome
M1-P053-AN-R1,M1,P053,AnswerMind,1,success,2026-06-07 23:00:00+00:00,P053|AnswerMind|1,True,True,False,False,invalid_outcome
M1-P017-AN-R2,M1,P017,AnswerMind,2,success,2026-06-07 23:00:00+00:00,P017|AnswerMind|2,True,True,True,True,
M1-P040-CH-R2,M1,P040,ChatAssist,2,success,2026-06-07 23:00:00+00:00,P040|ChatAssist|2,True,True,True,True,
M1-P059-AN-R2,M1,P059,AnswerMind,2,success,2026-06-07 23:00:00+00:00,P059|AnswerMind|2,True,True,True,True,
M1-P010-AN-R2,M1,P010,AnswerMind,2,success,2026-06-07 23:00:00+00:00,P010|AnswerMind|2,True,True,True,True,
M1-P061-SE-R1,M1,P061,SearchAI,1,success,2026-06-07 23:00:00+00:00,P061|SearchAI|1,True,True,True,True,
M1-P055-CH-R1,M1,P055,ChatAssist,1,success,2026-06-07 23:00:00+00:00,P055|ChatAssist|1,True,True,True,True,
M1-P026-CH-R2,M1,P026,ChatAssist,2,success,2026-06-07 23:00:00+00:00,P026|ChatAssist|2,True,True,True,True,
M1-P012-SE-R1,M1,P012,SearchAI,1,success,2026-06-07 23:00:00+00:00,P012|SearchAI|1,True,True,True,True,
M1-P046-AN-R1,M1,P046,AnswerMind,1,success,2026-06-07 23:00:00+00:00,P046|AnswerMind|1,True,True,True,True,
M1-P019-SE-R1,M1,P019,SearchAI,1,success,2026-06-07 23:00:00+00:00,P019|SearchAI|1,True,True,True,True,
M1-P006-CH-R1,M1,P006,ChatAssist,1,success,2026-06-07 23:00:00+00:00,P006|ChatAssist|1,True,True,True,True,
M1-P045-AN-R2,M1,P045,AnswerMind,2,success,2026-06-07 23:00:00+00:00,P045|AnswerMind|2,True,True,True,True,
M1-P020-CH-R1,M1,P020,ChatAssist,1,success,2026-06-07 23:00:00+00:00,P020|ChatAssist|1,True,True,True,True,
M1-P024-AN-R2,M1,P024,AnswerMind,2,success,2026-06-07 23:00:00+00:00,P024|AnswerMind|2,True,True,True,True,
M1-P031-AN-R2,M1,P031,AnswerMind,2,success,2026-06-07 23:00:00+00:00,P031|AnswerMind|2,True,True,True,True,
M1-P060-SE-R2,M1,P060,SearchAI,2,success,2026-06-07 23:00:00+00:00,P060|SearchAI|2,True,True,True,True,
M1-P018-SE-R2,M1,P018,SearchAI,2,success,2026-06-07 23:00:00+00:00,P018|SearchAI|2,True,True,True,True,
M1-P013-CH-R1,M1,P013,ChatAssist,1,success,2026-06-07 23:00:00+00:00,P013|ChatAssist|1,True,True,True,True,
M1-P061-CH-R2,M1,P061,ChatAssist,2,success,2026-06-07 23:00:00+00:00,P061|ChatAssist|2,True,True,True,True,
M1-P062-CH-R1,M1,P062,ChatAssist,1,success,2026-06-07 23:00:00+00:00,P062|ChatAssist|1,True,True,True,True,
M1-P032-SE-R2,M1,P032,SearchAI,2,success,2026-06-07 23:00:00+00:00,P032|SearchAI|2,True,True,True,True,
M1-P011-SE-R2,M1,P011,SearchAI,2,success,2026-06-07 23:00:00+00:00,P011|SearchAI|2,True,True,True,True,
M2-P056-CH-R1,M2,P056,ChatAssist,1,success,2026-07-01 23:00:00+00:00,P056|ChatAssist|1,True,True,False,False,invalid_outcome
M2-P026-SE-R2,M2,P026,SearchAI,2,success,2026-07-01 23:00:00+00:00,P026|SearchAI|2,True,True,True,True,
M2-P021-CH-R1,M2,P021,ChatAssist,1,success,2026-07-01 23:00:00+00:00,P021|ChatAssist|1,True,True,False,False,invalid_outcome
M2-P055-SE-R1,M2,P055,SearchAI,1,success,2026-07-01 23:00:00+00:00,P055|SearchAI|1,True,True,True,True,
M2-P040-SE-R2,M2,P040,SearchAI,2,success,2026-07-01 23:00:00+00:00,P040|SearchAI|2,True,True,True,True,
M2-P060-AN-R2,M2,P060,AnswerMind,2,success,2026-07-01 23:00:00+00:00,P060|AnswerMind|2,True,True,True,True,
M2-P054-SE-R2,M2,P054,SearchAI,2,success,2026-07-01 23:00:00+00:00,P054|SearchAI|2,True,True,True,True,
M2-P014-CH-R1,M2,P014,ChatAssist,1,success,2026-07-01 23:00:00+00:00,P014|ChatAssist|1,True,True,True,True,
M2-P020-SE-R1,M2,P020,SearchAI,1,success,2026-07-01 23:00:00+00:00,P020|SearchAI|1,True,True,True,True,
M2-P020-CH-R2,M2,P020,ChatAssist,2,success,2026-07-01 23:00:00+00:00,P020|ChatAssist|2,True,True,True,True,
M2-P055-CH-R2,M2,P055,ChatAssist,2,success,2026-07-01 23:00:00+00:00,P055|ChatAssist|2,True,True,True,True,
M2-P006-SE-R1,M2,P006,SearchAI,1,success,2026-07-01 23:00:00+00:00,P006|SearchAI|1,True,True,True,True,
M2-P062-SE-R1,M2,P062,SearchAI,1,success,2026-07-01 23:00:00+00:00,P062|SearchAI|1,True,True,True,True,
M2-P053-AN-R2,M2,P053,AnswerMind,2,success,2026-07-01 23:00:00+00:00,P053|AnswerMind|2,True,True,False,False,invalid_outcome
M2-P033-SE-R2,M2,P033,SearchAI,2,success,2026-07-01 23:00:00+00:00,P033|SearchAI|2,True,True,True,True,
M2-P027-CH-R2,M2,P027,ChatAssist,2,success,2026-07-01 23:00:00+00:00,P027|ChatAssist|2,True,True,True,True,
M2-P047-SE-R2,M2,P047,SearchAI,2,success,2026-07-01 23:00:00+00:00,P047|SearchAI|2,True,True,True,True,
M2-P012-AN-R1,M2,P012,AnswerMind,1,success,2026-07-01 23:00:00+00:00,P012|AnswerMind|1,True,True,True,True,
M2-P025-AN-R2,M2,P025,AnswerMind,2,success,2026-07-01 23:00:00+00:00,P025|AnswerMind|2,True,True,True,True,
M2-P006-CH-R2,M2,P006,ChatAssist,2,success,2026-07-01 23:00:00+00:00,P006|ChatAssist|2,True,True,True,True,
M2-P054-AN-R1,M2,P054,AnswerMind,1,success,2026-07-01 23:00:00+00:00,P054|AnswerMind|1,True,True,False,False,invalid_outcome
M2-P046-AN-R2,M2,P046,AnswerMind,2,success,2026-07-01 23:00:00+00:00,P046|AnswerMind|2,True,True,True,True,
M2-P005-AN-R1,M2,P005,AnswerMind,1,success,2026-07-01 23:00:00+00:00,P005|AnswerMind|1,True,True,True,True,
M2-P041-SE-R1,M2,P041,SearchAI,1,success,2026-07-01 23:00:00+00:00,P041|SearchAI|1,True,True,True,True,
M2-P048-SE-R1,M2,P048,SearchAI,1,success,2026-07-01 23:00:00+00:00,P048|SearchAI|1,True,True,True,True,
M2-P027-SE-R1,M2,P027,SearchAI,1,success,2026-07-01 23:00:00+00:00,P027|SearchAI|1,True,True,True,True,
M2-P026-AN-R1,M2,P026,AnswerMind,1,success,2026-07-01 23:00:00+00:00,P026|AnswerMind|1,True,True,True,True,
M2-P013-CH-R2,M2,P013,ChatAssist,2,success,2026-07-01 23:00:00+00:00,P013|ChatAssist|2,True,True,True,True,
M2-P012-SE-R2,M2,P012,SearchAI,2,success,2026-07-01 23:00:00+00:00,P012|SearchAI|2,True,True,True,True,
